userId,movieId,rating,timestamp
251,5,3,831898461
291,5,3,860067857
332,5,4,1160289163
336,5,2,838336609
339,5,0.5,1513355581
353,5,4.5,1216196307
354,5,3,850139639
357,5,1,1077748724
400,5,4,851368893
435,5,3,854262089
447,5,3,1134684219
451,5,3,861473172
458,5,1.5,1127981883
460,5,3,851022634
491,5,4,974947634
523,5,3,851070361
569,5,4,855134692
572,5,4,985906822
578,5,3,857072794
593,5,2,952932594
605,5,1,1358717524
4,6,4.5,1113767242
18,6,3,845061738
19,6,4,836433932
39,6,3,1077334539
51,6,3,922103997
56,6,4.5,1274768530
67,6,3,1510266963
73,6,3,1448891720
76,6,4.5,1450462284
81,6,4,1244671643
88,6,4.5,1208448491
100,6,3.5,1204957486
101,6,2,845309279
114,6,5,973375745
119,6,5,1474475108
159,6,2,854383784
160,6,5,1015394584
164,6,3,841214573
168,6,3,868043726
173,6,3,1451293393
185,6,4,856836006
214,6,5,1169389405
225,6,4,1486172854
235,6,4,1010585259
239,6,2,991625084
241,6,4,854891389
251,6,4,831898482
258,6,4,1346008202
277,6,3.5,1428419995
285,6,3,1456011422
291,6,3,860067857
295,6,3,963683626
299,6,3.5,1149755496
300,6,5,1094800447
313,6,4,1160609374
314,6,4,1142958815
319,6,4,942354623
335,6,5,837063081
341,6,3,865537940
343,6,4,1113977760
355,6,4,847244776
390,6,4,852002721
395,6,3,849988244
399,6,4,866130902
423,6,5,843303018
428,6,4,1002381459
435,6,5,854262089
438,6,4,869562438
458,6,3.5,1109958276
460,6,4,851022634
491,6,3,975013958
500,6,3,1448511250
502,6,3,939035417
507,6,5,942837155
514,6,2,1463339669
523,6,3,851070361
524,6,3,865459246
526,6,4,1442809279
540,6,4.5,1361312567
547,6,3,847028421
549,6,4.5,1238318910
559,6,3,945119820
569,6,3,855134692
578,6,4,857072794
586,6,3,868266445
593,6,4,952931112
601,6,4,1117343153
605,6,4.5,1308946839
623,6,3,846203090
627,6,3.5,1135941402
631,6,3,860409709
8,7,4,858269342
92,7,3,1132007489
147,7,3,1172997372
148,7,3,858751912
158,7,3,1052913381
163,7,4,942863332
168,7,3,868043790
174,7,3,1073682646
190,7,1,854044988
196,7,3,1048830136
239,7,2,1012949100
282,7,3,844851783
332,7,3,1160290420
382,7,4,1013719703
399,7,4,866130933
402,7,3.5,1115668372
423,7,3,843303338
435,7,3,854262089
438,7,3,869562472
443,7,2,974673926
445,7,1,859038236
460,7,3,851022635
491,7,3,975017465
523,7,3,851070361
569,7,5,855134692
572,7,4,985906901
578,7,3,857072794
581,7,2,1011743185
605,7,1,1358632519
631,7,4,860409709
645,7,3,869079552
83,8,5,832443392
19,9,4,836434265
59,9,4,836258043
60,9,3,836692827
164,9,2,854201221
173,9,2,1451828495
251,9,3,831898745
298,9,2,942180497
435,9,4,854262199
445,9,5,859038326
460,9,3,851022769
569,9,3,855134863
572,9,5,979588501
601,9,3,1117353107
4,10,4,1113765995
6,10,4,832039632
18,10,3,845061435
19,10,4,836433629
38,10,4,979580945
39,10,3.5,1077334371
42,10,3,1251235350
53,10,4,1226264257
60,10,5,836692113
81,10,2.5,1244670383
101,10,3,845309222
108,10,4,943639067
121,10,4,831415343
134,10,4,1347379522
143,10,3,834668791
145,10,3,843936216
147,10,3.5,1172996620
158,10,4,1052915547
165,10,3,834035069
166,10,3.5,1438997949
173,10,3,1451293382
174,10,3.5,1078951558
179,10,4,844614727
180,10,4,1034925752
181,10,3,839258460
183,10,3,1120613899
185,10,4,856837475
196,10,4,1048803594
202,10,3,840048022
204,10,2,974093483
214,10,3,983022950
235,10,5,1010175076
239,10,3,991712653
251,10,3,831898283
268,10,2,1135774360
298,10,5,942180061
310,10,2,847489297
313,10,3.5,1160608998
314,10,4.5,1147272834
334,10,3,837751056
335,10,3,837062784
336,10,3,838336171
343,10,4,1113978577
348,10,3,828972281
351,10,4,1111892798
355,10,4,847244370
357,10,4,1077748708
378,10,3.5,1257896643
384,10,3,1206467831
393,10,3,833467822
399,10,4,866132814
402,10,3,1115668211
410,10,3,837059311
414,10,2.5,1461728744
423,10,3,843302491
428,10,3,1002381372
432,10,3,841036687
435,10,3,854262768
448,10,5,828892435
450,10,4,1482041324
455,10,4,1476558303
458,10,3,1109961269
463,10,1,841916926
471,10,2.5,1517155269
480,10,3,841926322
484,10,2,939758142
486,10,4,954543438
495,10,0.5,1228774038
538,10,4,834148980
539,10,4,834990962
546,10,5,838101067
547,10,4,847028040
549,10,3.5,1238320022
559,10,3,945120439
561,10,4,1288475128
564,10,4,837422867
572,10,5,979488585
577,10,5,832506076
585,10,3,841936435
586,10,4,868266445
599,10,3.5,1439228547
601,10,4,1117344854
603,10,2.5,1273588979
605,10,3.5,1358382822
606,10,3,834170587
609,10,4,845345979
623,10,4,846202711
627,10,4,1135941321
652,10,1,1132109709
4,11,3.5,1113767280
16,11,4,829558083
19,11,4,836433756
46,11,3.5,1104840483
51,11,4,922260330
55,11,3.5,1059057088
79,11,4,1007910588
95,11,3.5,1086970009
114,11,3,973374582
121,11,4,831415480
127,11,1,830876514
154,11,3,1026273443
163,11,5,942860834
179,11,4,844615051
183,11,3,1120614188
214,11,3,983021484
235,11,4,1009716181
239,11,3,991711655
241,11,3,854892787
251,11,4,831898376
252,11,5,946956667
310,11,4,847489440
313,11,2.5,1160609722
314,11,3,1142957422
319,11,4,942354711
332,11,4,1160256758
336,11,4,838336332
355,11,5,847244564
366,11,4,902066235
396,11,1,1236475325
399,11,5,866132398
423,11,4,843302777
443,11,4,974672998
480,11,5,841926490
491,11,5,974944794
497,11,3,941881083
507,11,3,942837948
520,11,4,835626183
523,11,3,851071193
539,11,4,834991114
547,11,3,847028234
549,11,3.5,1238320853
564,11,4,837422728
572,11,3,979420171
589,11,3,942884711
605,11,1,1358551972
636,11,3,841274840
8,12,3,858269481
19,12,3,849621145
134,12,3,1381533838
158,12,4,1052913793
214,12,2,983031017
235,12,2,1011723711
239,12,1,1012948120
280,12,4,1408977671
339,12,0.5,1530893911
342,12,1.5,1289102054
416,12,3.5,1203276321
451,12,3,861473358
590,12,4,945536164
605,12,4,1358166541
232,13,4,1461548651
8,14,3,858269416
164,14,2,854201221
168,14,4,868043861
218,14,5,977882128
235,14,4,1010261545
241,14,3,854889634
291,14,3,860067955
341,14,4,865538008
394,14,3,864082359
408,14,4,915922362
463,14,2,841896173
473,14,3,980200192
523,14,4,851070428
524,14,3,865459326
569,14,2,855134752
19,15,3,836434185
164,15,2,836374779
173,15,2.5,1451825241
174,15,3,1073682847
235,15,2,1010179409
447,15,4,1134753584
458,15,0.5,1109961805
601,15,2.5,1117353088
605,15,4,1358033061
4,16,4,1113765691
18,16,5,845061796
19,16,5,836433947
55,16,3,1059054023
73,16,4,1448891156
81,16,5,1244604322
100,16,4,1204696464
114,16,4,973440399
137,16,4.5,1335202764
160,16,4.5,1076724581
176,16,3.5,1505661322
183,16,1,1120614563
185,16,3,856836390
214,16,4,1081514332
235,16,4,1010161804
239,16,4,991625174
241,16,3,854893544
255,16,3.5,1078553046
300,16,4,1094800034
313,16,3.5,1160610109
319,16,5,942354921
332,16,4,1160257157
343,16,4,1114566531
355,16,3,847244842
357,16,3,1062832251
408,16,3,916091048
415,16,3,940080667
423,16,4,843303123
428,16,4,1005323740
458,16,3.5,1109957259
463,16,3,841895884
464,16,4,1488599483
465,16,3.5,1526353519
473,16,5,980195028
493,16,4,851435303
497,16,4,941880852
507,16,5,942838501
509,16,3.5,1075301373
526,16,5,1442807993
539,16,4,834991286
540,16,4.5,1178224511
547,16,4,847028486
549,16,4,1238318803
572,16,4,1025390346
593,16,4,952931487
601,16,4.5,1117342594
605,16,4,1311431633
623,16,3,846203164
627,16,4,1135942499
16,17,4,829558083
38,17,3,979741680
51,17,5,927030399
52,17,3,955943422
56,17,4,1383007002
63,17,4,848650438
67,17,5,1510267033
84,17,4,999057283
95,17,5,1086969653
114,17,2,973374360
124,17,4,866989520
130,17,1,1447830500
132,17,4,1118119623
148,17,4,858751867
151,17,0.5,1439802411
165,17,5,834035160
168,17,3,868043682
179,17,5,844614889
196,17,4,1048829880
213,17,2,967010342
215,17,2,974840748
218,17,5,977881637
239,17,3,991710829
276,17,3,1007069371
277,17,3.5,1428190671
291,17,4,860067811
294,17,3.5,1146660894
319,17,4,942353181
327,17,5,942618476
332,17,5,1160256577
335,17,4,837062957
341,17,3,865537838
354,17,5,850139608
355,17,3,847244609
365,17,5,840624911
382,17,5,978560142
386,17,4,861876732
390,17,3,853149121
395,17,4,849988218
396,17,3,1267931393
407,17,3,1315150758
408,17,3,915922563
416,17,4,1203277831
435,17,4,854262049
447,17,2,1134683496
480,17,5,841926523
484,17,3,939759731
497,17,5,941879872
505,17,3,1354552851
520,17,5,835626229
523,17,3,851070293
538,17,5,834150069
547,17,4,847028279
549,17,4,1238320726
558,17,3,856012650
569,17,4,855134601
585,17,4,841936728
589,17,4,942884970
605,17,1,1358366214
632,17,3.5,1497855692
636,17,4,841274886
637,17,4,974053218
640,17,3.5,1378664242
645,17,1,869079473
44,18,4,1335793467
134,18,4,1347381299
147,18,2,1180902013
164,18,5,862684757
168,18,3,868044080
180,18,3,1034923487
241,18,3,854889782
248,18,2.5,1511189669
334,18,4,837751431
400,18,4,851369039
438,18,4,869562625
491,18,3,975136270
514,18,5,1463339787
549,18,2.5,1238330361
593,18,4,952932231
631,18,1,860409812
4,19,2,1113767324
18,19,2,845061476
45,19,3.5,1082139029
51,19,3,922276152
56,19,0.5,1274779660
60,19,2,836692144
70,19,0.5,1272745950
81,19,3.5,1244766690
100,19,2.5,1204696065
122,19,1,844354950
134,19,3,1347379679
143,19,4,834669293
158,19,4,1052915025
164,19,2,835690919
173,19,2,1451293417
180,19,1,1034960142
181,19,3,839258560
183,19,0.5,1120614341
185,19,4,856836665
214,19,2,983030656
222,19,5,1449326706
235,19,3,1010177809
239,19,1,992923161
241,19,1,860926784
268,19,1,1135774519
302,19,2.5,1446856734
310,19,1,847489377
313,19,0.5,1160609979
339,19,0.5,1513355538
355,19,3,847244455
357,19,2,1062832211
374,19,4.5,1141466966
379,19,3,1522810953
383,19,5,1473636468
384,19,1,1186595525
393,19,1,833468155
402,19,4.5,1115668317
447,19,1.5,1139765497
452,19,2,1132873977
458,19,2.5,1114443041
480,19,1,841926392
491,19,2,974949421
509,19,3,1075301316
515,19,2,838292618
538,19,2,834149127
539,19,3,834991034
546,19,1,838101261
549,19,2.5,1238320805
553,19,3,1107804860
561,19,3.5,1303855077
567,19,3,835920531
572,19,4,1026486203
585,19,2,841936546
589,19,2,942884657
601,19,3,1117356181
604,19,4,1151553217
605,19,4,1301601376
607,19,5,1133988172
627,19,3,1135941460
4,20,2.5,1145937918
19,20,3,836434211
60,20,3,836692771
104,20,4.5,1285705704
121,20,4,831416014
164,20,3,836374802
241,20,3,857393437
251,20,4,831898795
423,20,3,843303777
549,20,2,1238330949
572,20,4,980010052
593,20,2,952924964
601,20,3,1117349242
6,21,4,832039737
16,21,5,829558083
18,21,3,845061495
19,21,4,836433661
56,21,3,1274779596
79,21,3,1007910532
81,21,4.5,1244670923
114,21,2,973375818
134,21,4,1357010505
138,21,4,1071869435
152,21,3,848035423
174,21,4.5,1078951605
179,21,4,844614935
181,21,4,839258560
183,21,2,1120613947
185,21,4,856836457
213,21,2,967009978
214,21,4,983019327
235,21,4,1009738685
239,21,3,991628220
241,21,4,860926588
245,21,4,909466673
251,21,3,831898332
269,21,2,953337213
294,21,3.5,1146662145
295,21,4,963683034
298,21,2,942180061
300,21,4,1094800453
310,21,5,847489377
313,21,3.5,1160609138
314,21,4,1147272977
319,21,3,942354668
332,21,5,1160255731
336,21,4,838336221
343,21,3.5,1114566814
355,21,3,847244455
357,21,3,1077748740
370,21,1,839950400
378,21,3.5,1227579558
390,21,3,852088808
393,21,4,833468092
415,21,4,938861296
423,21,3,843302690
456,21,4,830186156
458,21,3,1109960918
497,21,2,941881083
502,21,5,939036427
507,21,3,942838028
515,21,3,838292618
520,21,3,835626118
526,21,4,1442808143
539,21,3,834991014
547,21,2,847028161
564,21,3,837424252
572,21,4,980009844
577,21,4,832506172
585,21,4,841936546
586,21,5,868266486
593,21,3,952930026
601,21,3.5,1117353109
605,21,4.5,1358454142
623,21,4,846202849
636,21,4,841274703
643,21,3,834781241
18,22,3,845061782
19,22,3,836433932
114,22,4,973377415
164,22,4,835690355
180,22,3,1037675891
183,22,2.5,1120612772
232,22,3,1461548669
239,22,2,991625444
251,22,3,831898516
277,22,3,1428191863
295,22,4,963684612
343,22,2.5,1113976694
356,22,2,1070896861
357,22,3,1077748772
381,22,3,1112374789
423,22,3,843303123
427,22,5,1142789777
458,22,1,1127982244
491,22,3,974953343
497,22,4,941883319
538,22,3,834151860
539,22,4,834991286
540,22,3.5,1434197155
547,22,4,847028507
549,22,3.5,1238321521
572,22,4,1014097726
592,22,4,1275408765
601,22,3,1117349226
605,22,3,1314133924
614,22,3,1111154976
4,23,3,1115782385
19,23,4,836434107
60,23,4,836692611
114,23,4,973440199
251,23,4,831898612
343,23,2.5,1115625020
423,23,3,843303290
601,23,3,1117345900
605,23,3.5,1344021279
51,24,4,922449256
83,24,3,832443392
86,24,3.5,1324003564
102,24,1,1405074935
134,24,3,1347384700
160,24,4,1018236016
173,24,3,1451293601
219,24,1,944905873
239,24,3,991624340
243,24,0.5,1228913232
256,24,3,1031245692
319,24,4,942352864
324,24,4.5,1236131287
358,24,2.5,1257815301
419,24,3,948490971
423,24,3,843303800
488,24,2,951611197
491,24,5,974951379
582,24,5,975263759
601,24,3.5,1210693935
605,24,1,1358883464
623,24,4,846203498
4,25,4.5,1113767215
18,25,5,845061661
25,25,5,866491843
31,25,5,968887516
36,25,4,1529363317
37,25,4,1069643703
62,25,3,922115152
84,25,3,999055265
111,25,3,957468872
114,25,3,973374165
117,25,4,856632461
124,25,4,866989520
138,25,5,1073945945
143,25,4,834669578
144,25,3,850475482
148,25,4,858751867
156,25,2,836068927
168,25,4,868043683
174,25,4,1073682516
183,25,2,1120613986
185,25,4,856835981
214,25,3,983018038
218,25,5,977881823
240,25,2,989541958
241,25,3,854889533
246,25,5,856086182
268,25,1.5,1135774385
269,25,3,953336320
276,25,4,1007069371
277,25,3.5,1428191190
288,25,3.5,1073921929
291,25,4,860067811
294,25,0.5,1146662165
295,25,4,963697464
332,25,3,1160256396
341,25,4,865537838
343,25,4.5,1113978571
355,25,3,847244731
357,25,2.5,1077748743
382,25,2,978633095
384,25,2,1186595392
394,25,3,864081956
395,25,4,849988218
400,25,5,851368864
408,25,2,916092185
423,25,4,843302914
428,25,3,1002381428
435,25,3,854262049
458,25,3.5,1114442897
463,25,3,841896173
473,25,3,980199112
491,25,5,974943187
493,25,5,851435046
497,25,5,941880752
510,25,4,835059217
520,25,4,835626479
523,25,3,851070294
526,25,4.5,1442816028
547,25,4,847028372
549,25,4.5,1238320683
558,25,4,856012650
567,25,4,835920794
569,25,2,855134601
578,25,4,857072744
589,25,4,942885085
593,25,5,952926858
601,25,3,1117356138
605,25,1,1358366178
623,25,4,846203048
168,26,3,868044144
177,26,2,1236266740
214,26,4,998464038
218,26,4,977882050
232,26,4.5,1461548749
239,26,4,991712538
386,26,3,861876998
408,26,3,915922563
438,26,4,869562625
497,26,3,941881240
603,26,3,1266613670
83,27,5,832443576
163,27,4,942865148
232,27,5,1461548681
282,27,3,844852017
491,27,4,974949421
165,28,4,834035268
339,28,0.5,1516688842
365,28,5,840625121
408,28,3,915921456
589,28,3,942884970
56,29,4,1274780520
73,29,4.5,1437707528
82,29,5,1266747916
86,29,3,1324003573
88,29,4.5,1208459259
138,29,4.5,1071866561
141,29,4,848468135
148,29,3,858752191
154,29,5,1026273930
168,29,3,868044218
214,29,5,1104262904
221,29,4.5,1288546647
235,29,3,1009738885
239,29,4,991627404
295,29,2,963697963
357,29,4,1062835541
360,29,5,840253323
386,29,4,861877028
395,29,3,849988348
428,29,4,1002382368
438,29,5,869562625
484,29,4,998065452
549,29,4.5,1238322223
559,29,4,945112739
582,29,5,975263670
605,29,1,1358882973
627,29,4.5,1226747708
165,30,4,834035433
360,30,4,840253249
408,30,3,915921038
4,31,3,1113796669
19,31,3,836433877
83,31,5,832442821
121,31,3,831415572
126,31,2,1294552821
173,31,3,1451293560
239,31,1,992921708
251,31,4,831898449
318,31,2.5,1296263805
336,31,3,838336464
345,31,1,1119036413
355,31,2,847244842
366,31,3,902069845
374,31,4.5,1141590220
402,31,3,1115668665
423,31,3,843303044
491,31,3,974948137
535,31,2,1008544717
550,31,3.5,1342000155
567,31,3,835920768
568,31,3,828946141
572,31,5,985564489
601,31,3,1117349223
605,31,1,1358882657
636,31,3,841275132
4,32,4.5,1113767082
6,32,5,832039879
10,32,3,948887531
17,32,3,867664799
18,32,5,845061517
19,32,3,849621525
25,32,3,866491842
36,32,3,1529363203
45,32,2.5,1082139024
48,32,5,1527520782
51,32,3,921669931
52,32,4,955943637
56,32,3,1274768008
59,32,4,836306712
63,32,5,848650460
71,32,3.5,1257876107
72,32,4,1459981743
75,32,3,1511888871
79,32,5,1007911199
81,32,4.5,1244669660
88,32,4.5,1208455358
95,32,4.5,1086969424
100,32,5,1204695525
101,32,3,845309238
103,32,3,913050703
114,32,4,973377778
117,32,3,856632457
122,32,5,844354962
132,32,4,1118119239
134,32,4,1347373032
138,32,4,1074028688
141,32,3,848468088
144,32,3,850475482
147,32,3,1172996306
148,32,4,858751867
154,32,5,1026273893
164,32,4,841214537
168,32,4,868043680
173,32,4,1451250670
179,32,4,844614978
181,32,4,839258594
183,32,4,1120613779
185,32,5,856835981
212,32,5,965295196
213,32,5,967009685
214,32,4,1183239172
215,32,4,974839915
221,32,3.5,1288547377
235,32,4,1010178773
239,32,3,991628445
240,32,3,989541448
245,32,5,909466367
246,32,3,856086182
248,32,3,1511185954
250,32,5,1231623646
251,32,5,831898347
268,32,3,1148976108
277,32,3.5,1427936217
282,32,5,844851616
291,32,3,860067810
295,32,3,963682389
301,32,5,1216150353
308,32,3.5,1129667536
312,32,4.5,1349929260
313,32,4,1160608838
314,32,3,1147272764
319,32,5,942352711
332,32,4,1160255533
339,32,5,1512989923
345,32,3.5,1119034213
355,32,4,847244474
357,32,3.5,1062835535
358,32,5,1257815675
360,32,5,840252571
362,32,4,1064010316
372,32,3.5,1436056822
374,32,4.5,1141467473
378,32,4.5,1257896490
383,32,3.5,1473636546
384,32,3.5,1186595162
386,32,5,861876732
390,32,5,852002692
408,32,3,915922563
410,32,3,837059391
419,32,5,948490896
423,32,4,843302690
428,32,5,1002381311
432,32,5,841036894
438,32,4,869562377
451,32,3,861473093
458,32,3,1109961998
460,32,4,851022586
464,32,4.5,1488600422
471,32,3.5,1517155097
473,32,4,980203038
478,32,4,1225243702
484,32,2,939758504
495,32,4.5,1225744817
497,32,5,941880393
505,32,4,1354529705
510,32,3,835059280
514,32,5,1463339744
524,32,3,865459207
526,32,4.5,1442810447
538,32,3,834149127
539,32,4,834991033
540,32,4,1229925873
547,32,4,847028188
549,32,4.5,1238318757
558,32,4,856012650
559,32,4,945112647
569,32,1,855134600
572,32,3,1014097173
574,32,4,1525141079
577,32,3,832506246
578,32,5,857072744
582,32,5,975263670
585,32,3,841936656
586,32,4,868266169
601,32,3,1117347235
605,32,4,1304021134
609,32,3,845346058
620,32,2,948156561
623,32,4,846202872
627,32,5,1226746657
631,32,3,860409684
632,32,3.5,1497853874
636,32,3,841274774
653,32,4,1473799658
4,34,3.5,1113767134
16,34,5,829558966
37,34,3.5,1069643862
42,34,3,1251423109
46,34,3.5,1104840309
47,34,3,949725615
51,34,3,922274793
56,34,4,1274769839
64,34,4,834423854
67,34,5,1510266866
70,34,2.5,1272745716
79,34,5,1007910484
81,34,2,1280373225
83,34,5,832442689
111,34,4,957464244
114,34,3,973377061
134,34,4,1347374023
160,34,4.5,1076724924
164,34,5,835690898
173,34,4.5,1451828968
174,34,4.5,1078951531
179,34,4,844614823
181,34,3,839258507
183,34,3.5,1120613840
187,34,4,938468798
196,34,4,1051163330
202,34,4,840048056
213,34,5,967009848
214,34,1,983017715
232,34,5,1461548738
235,34,5,1010519521
239,34,4,991626492
240,34,4,989541036
268,34,0.5,1135774307
294,34,2,1146662085
300,34,5,1094800415
310,34,4,847489357
313,34,2,1160609004
319,34,4,942353181
327,34,5,942618375
332,34,3,1160254791
348,34,5,828973033
355,34,3,847244430
358,34,2.5,1257821076
366,34,2,902067848
378,34,3.5,1257896625
379,34,3,1522767466
382,34,3,978633026
384,34,1,1206467779
390,34,3,852088844
393,34,5,833468091
402,34,3.5,1115668199
408,34,3,915922608
415,34,4,938857306
428,34,3,1002381372
443,34,5,974671824
447,34,3,1139766532
478,34,3,1225244231
480,34,4,841926392
484,34,4,939759800
491,34,4,975015244
497,34,5,941879133
511,34,0.5,1167510226
515,34,3,838292597
523,34,4,851071152
538,34,5,834149097
539,34,5,834991014
540,34,3.5,1360015160
547,34,3,847028122
549,34,5,1238320012
561,34,3,1307464243
564,34,3,837423936
577,34,5,832506246
581,34,4.5,1065217381
585,34,3,841936522
590,34,4,945537469
601,34,2.5,1117356092
604,34,4,1151889686
605,34,0.5,1358280753
609,34,5,845346014
627,34,3,1135941287
636,34,3,841274670
643,34,4,834781241
652,34,3,1132109665
165,35,3,834035268
232,35,4,1461548692
239,35,3,1011668807
282,35,3,844851914
365,35,5,840625337
408,35,4,915921206
463,35,2,841895855
4,36,3.5,1113767240
18,36,5,845061738
31,36,4,968871188
36,36,4,1529363215
47,36,3,938798589
55,36,2.5,1059057462
56,36,3,1385015044
62,36,4,922115152
84,36,4,999057173
95,36,4.5,1086969661
100,36,4.5,1204695893
114,36,4,973377621
148,36,4,858751912
156,36,4,836068927
164,36,4,836374570
168,36,3,868043726
179,36,5,844614935
185,36,5,856836006
187,36,5,938468327
214,36,3,983016813
235,36,4,1010178885
239,36,3,991627474
246,36,4,856086252
268,36,1.5,1135774381
269,36,3,953336249
277,36,3,1428191204
282,36,5,844851706
291,36,4,860067856
313,36,1.5,1160609316
327,36,4,942618324
332,36,4,1162566716
341,36,4,865537940
348,36,5,828972281
355,36,3,847244755
366,36,3,902064565
384,36,4.5,1206467989
386,36,5,861876776
